year,country_of_production,port_of_export,exporter,exporter_group,country_of_destination,economic_bloc,country_of_production_trase_id,country_of_destination_trase_id,volume,fob
"2017","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","DENMARK","EUROPEAN UNION","PE","DK","30","245028"
"2017","PERU","PAITA","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","FRANCE","EUROPEAN UNION","PE","FR","2.42","14478"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","JAPAN","JAPAN","PE","JP","320.6064","2911862.99"
"2017","PERU","PUERTO DEL CALLAO","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","UNITED STATES","UNITED STATES","PE","US","0.01918","12.11"
"2017","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","SAUDI ARABIA","SAUDI ARABIA","PE","SA","0.492","4629.66"
"2017","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","SPAIN","EUROPEAN UNION","PE","ES","29.804","237225.06"
"2017","PERU","PAITA","CONGELADOS Y EXPORTACION S A","CONGELADOS Y EXPORTACION S A","UNITED STATES","UNITED STATES","PE","US","17.50867","151979.6"
"2017","PERU","IQUITOS","FISH LIVE PERU ATA AQUARIUM S R L","FISH LIVE PERU ATA AQUARIUM S R L","UNITED STATES","UNITED STATES","PE","US","0.015","70"
"2017","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","GUATEMALA","GUATEMALA","PE","GT","0.28182","1574.5"
"2017","PERU","PAITA","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","SPAIN","EUROPEAN UNION","PE","ES","105.924","695738.44"
"2017","PERU","PAITA","CORMUMAR CULTIVOS MARINOS E I R L","CORMUMAR CULTIVOS MARINOS E I R L","UNITED STATES","UNITED STATES","PE","US","12.12019","74899.6"
"2017","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","331.089","2387146.39"
"2017","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SOUTH KOREA","SOUTH KOREA","PE","KR","95.256","623967.99"
"2017","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","272.79","2013659.64"
"2017","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","647.489","3273762.79"
"2017","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","ITALY","EUROPEAN UNION","PE","IT","157.92","1682458.5"
"2017","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","SPAIN","EUROPEAN UNION","PE","ES","5.335","50355.95"
"2017","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","FRANCE","EUROPEAN UNION","PE","FR","18.23","136866.71"
"2017","PERU","PAITA","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","UNITED STATES","UNITED STATES","PE","US","31.31654","246455.6"
"2017","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","SPAIN","EUROPEAN UNION","PE","ES","60.26","649396.49"
"2017","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","CHILE","CHILE","PE","CL","4.5255","49958.48"
"2017","PERU","PAITA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","SPAIN","EUROPEAN UNION","PE","ES","305.021","2484026.82"
"2017","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","FRANCE","EUROPEAN UNION","PE","FR","0.71","7914.23"
"2017","PERU","IQUITOS","AMAZON TROPICALS AQUARIUM EIRL","AMAZON TROPICALS AQUARIUM EIRL","CANADA","CANADA","PE","CA","0.005","10"
"2017","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","PANAMA","PANAMA","PE","PA","0.56364","4625.6"
"2017","PERU","PAITA","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","UNITED STATES","UNITED STATES","PE","US","290.06672","3631515.54"
"2017","PERU","PAITA","LANGOSTINERA CELINMAR S A C","LANGOSTINERA CELINMAR S A C","SPAIN","EUROPEAN UNION","PE","ES","91.099","742188.16"
"2017","PERU","PUERTO DEL CALLAO","AUSTRAL GROUP S.A.A","AUSTRAL GROUP S.A.A","FRANCE","EUROPEAN UNION","PE","FR","2.06","64"
"2017","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","UNITED STATES","UNITED STATES","PE","US","14.97324","107980.6"
"2017","PERU","PAITA","CONGELADOS Y EXPORTACION S A","CONGELADOS Y EXPORTACION S A","SPAIN","EUROPEAN UNION","PE","ES","17.68","143672.41"
"2017","PERU","PAITA","NATURAL FARM S.A.C","NATURAL FARM S.A.C","FRANCE","EUROPEAN UNION","PE","FR","47.16","686405"
"2017","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","CHILE","CHILE","PE","CL","2.583","24834.4"
"2017","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","FRANCE","EUROPEAN UNION","PE","FR","43.5","336014"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","FRANCE","EUROPEAN UNION","PE","FR","1229.506","8413603.89"
"2018","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","FRANCE","EUROPEAN UNION","PE","FR","51.871","314297.9"
"2018","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","JAPAN","JAPAN","PE","JP","73.494","623399.65"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","GERMANY","EUROPEAN UNION","PE","DE","39.2062","397444"
"2018","PERU","PAITA","LANGOSTEN S A C","LANGOSTEN S A C","SPAIN","EUROPEAN UNION","PE","ES","591.866","3716576.87"
"2018","PERU","PAITA","CORMUMAR CULTIVOS MARINOS E I R L","CORMUMAR CULTIVOS MARINOS E I R L","SPAIN","EUROPEAN UNION","PE","ES","134.266","920589"
"2018","PERU","IQUITOS","BIO INDUSTRIAL AMAZONAS S.A.C.","BIO INDUSTRIAL AMAZONAS S.A.C.","UKRAINE","UKRAINE","PE","UA","0.005","50"
"2018","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","UNITED STATES","UNITED STATES","PE","US","1418.54501","10300173.94"
"2018","PERU","PAITA","CCORAL S A","CCORAL S A","SPAIN","EUROPEAN UNION","PE","ES","265.808","1684375.18"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","VIETNAM","VIETNAM","PE","VN","3423.19229999999","18459020.14"
"2018","PERU","PAITA","LANGOSTINERA VICTORIA SRL","LANGOSTINERA VICTORIA SRL","SPAIN","EUROPEAN UNION","PE","ES","331.227","2163559.7"
"2018","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","FRANCE","EUROPEAN UNION","PE","FR","20.638","155882"
"2018","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","SPAIN","EUROPEAN UNION","PE","ES","76.2304","516012.8"
"2018","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","SPAIN","EUROPEAN UNION","PE","ES","22.64","244988.6"
"2018","PERU","PAITA","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","SPAIN","EUROPEAN UNION","PE","ES","164.768","1057528.3"
"2018","PERU","PUERTO DEL CALLAO","MARINAZUL S A","MARINAZUL S A","CANADA","CANADA","PE","CA","0.004","1"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","PORTUGAL","EUROPEAN UNION","PE","PT","149.0719","1113547.3"
"2018","PERU","PUERTO DEL CALLAO","SEAFROST S.A.C.","SEAFROST S.A.C.","CANADA","CANADA","PE","CA","0.01879","169.16"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","9.4992","111427"
"2018","PERU","PUERTO DEL CALLAO","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","UNITED STATES","UNITED STATES","PE","US","0.06081","109.5"
"2018","PERU","PAITA","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","SPAIN","EUROPEAN UNION","PE","ES","62.815","453411.7"
"2018","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","UNITED STATES","UNITED STATES","PE","US","91.10091","670181.6"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","UNITED KINGDOM","EUROPEAN UNION","PE","GB","17.118","150182"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","CHILE","CHILE","PE","CL","0.001","1"
"2018","PERU","PUERTO DEL CALLAO","MONDO IMPRENDITORE S A C","MONDO IMPRENDITORE S A C","CHINA (HONG KONG)","CHINA (HONG KONG)","PE","HK","0.00378","3"
"2018","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","251.397","1553051.9"
"2018","PERU","PUERTO DEL CALLAO","MONDO IMPRENDITORE S A C","MONDO IMPRENDITORE S A C","BELGIUM","EUROPEAN UNION","PE","BE","0.01555","3.6"
"2018","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","368.636","2203473.8"
"2018","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","FRANCE","EUROPEAN UNION","PE","FR","17.55","11886.81"
"2018","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","SPAIN","EUROPEAN UNION","PE","ES","30.821","215361.8"
"2018","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","UNITED STATES","UNITED STATES","PE","US","2250.15084","26544001.6"
"2018","PERU","PAITA","ALTAMAR FOODS PERU S A C","ALTAMAR FOODS PERU S A C","ITALY","EUROPEAN UNION","PE","IT","11","102061"
"2018","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","SPAIN","EUROPEAN UNION","PE","ES","176.1077","996071.7"
"2018","PERU","PUERTO DEL CALLAO","PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD","PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD","UNITED STATES","UNITED STATES","PE","US","0.0254","56"
"2018","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","SPAIN","EUROPEAN UNION","PE","ES","150.604","998247.3"
"2018","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","UNITED STATES","UNITED STATES","PE","US","180.05474","1450232.9"
"2018","PERU","PAITA","PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD","PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD","UNITED STATES","UNITED STATES","PE","US","105.9685","1066707"
"2018","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","SOUTH KOREA","SOUTH KOREA","PE","KR","90.816","571207.3"
"2018","PERU","PAITA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","UNITED STATES","UNITED STATES","PE","US","62.998","406314.2"
"2018","PERU","PAITA","CCORAL S A","CCORAL S A","PORTUGAL","EUROPEAN UNION","PE","PT","15.351","111258"
"2018","PERU","PAITA","LANGOSTINERA MARIMAR S A C","LANGOSTINERA MARIMAR S A C","SPAIN","EUROPEAN UNION","PE","ES","31.229","224091.3"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","UNITED STATES","UNITED STATES","PE","US","1856.0051","19542639.47"
"2018","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","NORTH KOREA","NORTH KOREA","PE","KP","93.308","426421.2"
"2018","PERU","PAITA","LANGOSTINERA LA BOCANA SA","LANGOSTINERA LA BOCANA SA","UNITED STATES","UNITED STATES","PE","US","165.40701","1105746.43"
"2018","PERU","PAITA","NATURAL FARM S.A.C","NATURAL FARM S.A.C","NETHERLANDS","EUROPEAN UNION","PE","NL","87.222","1397782"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","NORTH KOREA","NORTH KOREA","PE","KP","417.3028","2203861.5"
"2018","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","UNITED KINGDOM","EUROPEAN UNION","PE","GB","37.4","319574"
"2018","PERU","IQUITOS","FISH LIVE PERU ATA AQUARIUM S R L","FISH LIVE PERU ATA AQUARIUM S R L","CHILE","CHILE","PE","CL","0.02","80"
"2018","PERU","PUERTO DEL CALLAO","MONDO IMPRENDITORE S A C","MONDO IMPRENDITORE S A C","UNITED STATES","UNITED STATES","PE","US","0.05043","6.9"
"2018","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","NETHERLANDS","EUROPEAN UNION","PE","NL","32.34","203100"
"2018","PERU","PAITA","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","UNITED STATES","UNITED STATES","PE","US","407.21516","2905266.5"
"2018","PERU","PAITA","TUMIMAR SRL","TUMIMAR SRL","UNITED STATES","UNITED STATES","PE","US","117.872","743060.3"
"2018","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","CANADA","CANADA","PE","CA","18.2344","153460"
"2018","PERU","PAITA","LANGOSTINERA ULISES SA","LANGOSTINERA ULISES SA","PORTUGAL","EUROPEAN UNION","PE","PT","6.239","44115"
"2018","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","SPAIN","EUROPEAN UNION","PE","ES","40.355","283151.5"
"2018","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","VIETNAM","VIETNAM","PE","VN","140.2956","855315"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","UNITED STATES","UNITED STATES","PE","US","2485.83097","17601124.52"
"2018","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","CANADA","CANADA","PE","CA","758.75553","8341439.6"
"2018","PERU","PAITA","LANGOSTINERA CARDALITO S.A.C","LANGOSTINERA CARDALITO S.A.C","UKRAINE","UKRAINE","PE","UA","9.127","78967"
"2018","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","UNITED STATES","UNITED STATES","PE","US","15.9664","115002"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","CHILE","CHILE","PE","CL","57.907","459053.64"
"2018","PERU","PAITA","VIRAZON S A","VIRAZON S A","UNITED STATES","UNITED STATES","PE","US","365.40785","3110274.8"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","1066.329","4695101.3"
"2018","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","114","719612"
"2018","PERU","PAITA","CULTIVO COMERCIAL DEL LANGOSTINO SAC","CULTIVO COMERCIAL DEL LANGOSTINO SAC","UNITED STATES","UNITED STATES","PE","US","1.74179","13636"
"2018","PERU","PAITA","AQUATROPICAL S A C","AQUATROPICAL S A C","SPAIN","EUROPEAN UNION","PE","ES","160.938","912779.7"
"2018","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","FRANCE","EUROPEAN UNION","PE","FR","7.735","108048"
"2018","PERU","PUERTO DEL CALLAO","ALTAMAR FOODS PERU S A C","ALTAMAR FOODS PERU S A C","CANADA","CANADA","PE","CA","0.001","1"
"2018","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","14.98","168558.5"
"2018","PERU","PAITA","EXPORTACIONES R&Z S A C","EXPORTACIONES R&Z S A C","SPAIN","EUROPEAN UNION","PE","ES","73.644","518602.9"
"2018","PERU","PISCO","POLARIS E.I.R.L.","POLARIS E.I.R.L.","UNKNOWN COUNTRY","UNKNOWN COUNTRY","PE","XX","2.75","7600.9"
"2018","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","SOUTH KOREA","SOUTH KOREA","PE","KR","637.116","4567913"
"2018","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","UNITED STATES","UNITED STATES","PE","US","308.89175","2227746.4"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","PANAMA","PANAMA","PE","PA","24","146000"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","ITALY","EUROPEAN UNION","PE","IT","49.1025","390512"
"2018","PERU","PAITA","M.V.P. ENTERPRISE S.R.LTDA.","M.V.P. ENTERPRISE S.R.LTDA.","CANADA","CANADA","PE","CA","0.79832","7920"
"2018","PERU","PAITA","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","SPAIN","EUROPEAN UNION","PE","ES","259.033","1627977.4"
"2018","PERU","PAITA","SPRING VALLEY FRUIT S A C","SPRING VALLEY FRUIT S A C","ITALY","EUROPEAN UNION","PE","IT","7.47","88247.92"
"2018","PERU","PUERTO DEL CALLAO","MARINAZUL S A","MARINAZUL S A","JAPAN","JAPAN","PE","JP","0.004","8"
"2018","PERU","IQUITOS","FISH LIVE PERU ATA AQUARIUM S R L","FISH LIVE PERU ATA AQUARIUM S R L","UNITED STATES","UNITED STATES","PE","US","0.04769","200"
"2018","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SOUTH KOREA","SOUTH KOREA","PE","KR","109.32","660336"
"2018","PERU","PUERTO DEL CALLAO","PUERTOS DEL PACIFICO S A","PUERTOS DEL PACIFICO S A","CANADA","CANADA","PE","CA","0.0005","1"
"2018","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","VIETNAM","VIETNAM","PE","VN","74.6355","493745"
"2018","PERU","PAITA","CCORAL S A","CCORAL S A","SOUTH KOREA","SOUTH KOREA","PE","KR","54.072","379686"
"2018","PERU","PAITA","LANGOSTINERA ULISES SA","LANGOSTINERA ULISES SA","SOUTH KOREA","SOUTH KOREA","PE","KR","21.264","131065"
"2018","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","SOUTH KOREA","SOUTH KOREA","PE","KR","43.188","305858"
"2018","PERU","IQUITOS","ACUARIO MILAGRITOS E I R L","ACUARIO MILAGRITOS E I R L","JAPAN","JAPAN","PE","JP","0.01203","57"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","DENMARK","EUROPEAN UNION","PE","DK","79.02","733920.2"
"2018","PERU","PUERTO DEL CALLAO","SPRING VALLEY FRUIT S A C","SPRING VALLEY FRUIT S A C","CHINA (HONG KONG)","CHINA (HONG KONG)","PE","HK","0.00248","0.78"
"2018","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","SPAIN","EUROPEAN UNION","PE","ES","178.362","1185662.8"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","PANAMA","PANAMA","PE","PA","135.22774","1360562.3"
"2018","PERU","PUERTO DEL CALLAO","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","CANADA","CANADA","PE","CA","0.01792","71.6"
"2018","PERU","IQUITOS","RIO MOMON E.I.R.L.","RIO MOMON E.I.R.L.","GERMANY","EUROPEAN UNION","PE","DE","0.04","1100"
"2018","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","UNITED STATES","UNITED STATES","PE","US","1737.06928","13317148.58"
"2018","PERU","PAITA","LANGOSTINERA VICTORIA SRL","LANGOSTINERA VICTORIA SRL","SOUTH KOREA","SOUTH KOREA","PE","KR","50.268","320019.7"
"2018","PERU","IQUITOS","AMAZON TROPICALS AQUARIUM EIRL","AMAZON TROPICALS AQUARIUM EIRL","CHILE","CHILE","PE","CL","0.01","64"
"2018","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","SPAIN","EUROPEAN UNION","PE","ES","57.555","438246.6"
"2018","PERU","PAITA","ALTAMAR FOODS PERU S A C","ALTAMAR FOODS PERU S A C","UNITED STATES","UNITED STATES","PE","US","82.73299","789558.77"
"2018","PERU","PAITA","LANGOSTINERA VICTORIA SRL","LANGOSTINERA VICTORIA SRL","FRANCE","EUROPEAN UNION","PE","FR","22","131320"
"2018","PERU","IQUITOS","J R TROPICAL FISH AMAZON PERU EMPRESA I","J R TROPICAL FISH AMAZON PERU EMPRESA I","UNITED STATES","UNITED STATES","PE","US","0.005","40"
"2018","PERU","PAITA","LANGOSTINERA CELINMAR S A C","LANGOSTINERA CELINMAR S A C","SPAIN","EUROPEAN UNION","PE","ES","76.5","530550.9"
"2018","PERU","PAITA","LANGOSTINERA ULISES SA","LANGOSTINERA ULISES SA","SPAIN","EUROPEAN UNION","PE","ES","109.2235","681075.28"
"2018","PERU","IQUITOS","RIVER LAND PERU S A C","RIVER LAND PERU S A C","GERMANY","EUROPEAN UNION","PE","DE","0.005","200"
"2018","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","ITALY","EUROPEAN UNION","PE","IT","137.38","1483584"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","UNITED ARAB EMIRATES","UNITED ARAB EMIRATES","PE","AE","395.856","3345987.8"
"2018","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","GERMANY","EUROPEAN UNION","PE","DE","17.25","95920.7"
"2018","PERU","PAITA","LANGOSTEN S A C","LANGOSTEN S A C","UNITED STATES","UNITED STATES","PE","US","285.63662","1822613.09"
"2018","PERU","PAITA","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","SPAIN","EUROPEAN UNION","PE","ES","92.85","537830"
"2018","PERU","PUERTO DEL CALLAO","PESCANDINA SOCIEDAD ANONIMA CERRADA","PESCANDINA SOCIEDAD ANONIMA CERRADA","UNITED STATES","UNITED STATES","PE","US","0.03628","360"
"2018","PERU","PAITA","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","CMAR SOCIEDAD ANONIMA CERRADA CMAR S","UNITED STATES","UNITED STATES","PE","US","287.08319","2718062"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","JAPAN","JAPAN","PE","JP","226.7036","1942826.4"
"2018","PERU","PAITA","LANGOSTINERA LA BOCANA SA","LANGOSTINERA LA BOCANA SA","VIETNAM","VIETNAM","PE","VN","72.4083","356200.9"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","PORTUGAL","EUROPEAN UNION","PE","PT","109.2015","1159460"
"2018","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","FRANCE","EUROPEAN UNION","PE","FR","6.753","39215.95"
"2018","PERU","PAITA","QUICORNAC S A C","QUICORNAC S A C","NETHERLANDS","EUROPEAN UNION","PE","NL","27","27000"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","CANADA","CANADA","PE","CA","459.55073","4816917.4"
"2018","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","NETHERLANDS","EUROPEAN UNION","PE","NL","45.073","393508"
"2018","PERU","PAITA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","SPAIN","EUROPEAN UNION","PE","ES","201.874","1306339.8"
"2018","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","SPAIN","EUROPEAN UNION","PE","ES","20.093","119441.8"
"2018","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","JAPAN","JAPAN","PE","JP","224.2296","1863672.02"
"2018","PERU","IQUITOS","RIVER LAND PERU S A C","RIVER LAND PERU S A C","POLAND","EUROPEAN UNION","PE","PL","0.006","120"
"2018","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","219.7666","1304307.8"
"2018","PERU","IQUITOS","AMAZON TROPICALS AQUARIUM EIRL","AMAZON TROPICALS AQUARIUM EIRL","UNITED STATES","UNITED STATES","PE","US","0.031","152"
"2018","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","UKRAINE","UKRAINE","PE","UA","10.523","79967"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","GUATEMALA","GUATEMALA","PE","GT","256.6052","1520800"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","ITALY","EUROPEAN UNION","PE","IT","158.72","1717970"
"2018","PERU","PUERTO DEL CALLAO","SEAFROST S.A.C.","SEAFROST S.A.C.","UNITED STATES","UNITED STATES","PE","US","0.00673","58.65"
"2018","PERU","PAITA","CULTIVO COMERCIAL DEL LANGOSTINO SAC","CULTIVO COMERCIAL DEL LANGOSTINO SAC","SPAIN","EUROPEAN UNION","PE","ES","98.969","670279.2"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","SOUTH KOREA","SOUTH KOREA","PE","KR","17.28","138479"
"2018","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","SPAIN","EUROPEAN UNION","PE","ES","1368.9932","9477915.79"
"2018","PERU","PAITA","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","SOUTH KOREA","SOUTH KOREA","PE","KR","18.528","113760"
"2018","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","19.96","223553"
